,Theta/Phi,Loss,Accuracy
127,0.07692307692307693,0.1794871794871795,95.3775
128,0.07692307692307693,0.20512820512820512,95.65
129,0.07692307692307693,0.23076923076923075,95.245
130,0.07692307692307693,0.2564102564102564,94.765
131,0.07692307692307693,0.28205128205128205,94.005
132,0.07692307692307693,0.3076923076923077,93.82
133,0.07692307692307693,0.3333333333333333,93.4275
134,0.07692307692307693,0.358974358974359,91.86
135,0.07692307692307693,0.3846153846153846,91.47
136,0.07692307692307693,0.41025641025641024,90.5
137,0.07692307692307693,0.4358974358974359,89.78
138,0.07692307692307693,0.4615384615384615,89.4525
139,0.07692307692307693,0.48717948717948717,88.025
140,0.07692307692307693,0.5128205128205128,86.415
141,0.07692307692307693,0.5384615384615384,85.4075
142,0.07692307692307693,0.5641025641025641,85.0
143,0.07692307692307693,0.5897435897435898,84.72
144,0.07692307692307693,0.6153846153846154,82.485
145,0.07692307692307693,0.641025641025641,81.335
146,0.07692307692307693,0.6666666666666666,81.2325
147,0.07692307692307693,0.6923076923076923,79.5375
148,0.07692307692307693,0.717948717948718,77.1225
149,0.07692307692307693,0.7435897435897436,75.0
150,0.07692307692307693,0.7692307692307692,75.19
151,0.07692307692307693,0.7948717948717948,73.98
152,0.07692307692307693,0.8205128205128205,73.5175
153,0.07692307692307693,0.8461538461538461,71.25
154,0.07692307692307693,0.8717948717948718,69.7875
155,0.07692307692307693,0.8974358974358974,68.785
156,0.07692307692307693,0.923076923076923,68.455
157,0.07692307692307693,0.9487179487179487,63.705
158,0.07692307692307693,0.9743589743589743,61.51
159,0.07692307692307693,1.0,59.91
160,0.10256410256410256,0.0,95.03
161,0.10256410256410256,0.02564102564102564,93.6625
162,0.10256410256410256,0.05128205128205128,94.5125
163,0.10256410256410256,0.07692307692307693,94.03
164,0.10256410256410256,0.10256410256410256,93.48
165,0.10256410256410256,0.1282051282051282,95.41
166,0.10256410256410256,0.15384615384615385,92.9225
167,0.10256410256410256,0.1794871794871795,93.2425
168,0.10256410256410256,0.20512820512820512,93.0775
169,0.10256410256410256,0.23076923076923075,92.88
170,0.10256410256410256,0.2564102564102564,91.215
171,0.10256410256410256,0.28205128205128205,91.3175
172,0.10256410256410256,0.3076923076923077,90.16
173,0.10256410256410256,0.3333333333333333,90.405
174,0.10256410256410256,0.358974358974359,89.2425
175,0.10256410256410256,0.3846153846153846,88.9075
176,0.10256410256410256,0.41025641025641024,88.3775
177,0.10256410256410256,0.4358974358974359,87.3825
178,0.10256410256410256,0.4615384615384615,86.7475
179,0.10256410256410256,0.48717948717948717,85.005
180,0.10256410256410256,0.5128205128205128,85.2075
181,0.10256410256410256,0.5384615384615384,81.8275
182,0.10256410256410256,0.5641025641025641,80.9525
183,0.10256410256410256,0.5897435897435898,82.5625
184,0.10256410256410256,0.6153846153846154,81.175
185,0.10256410256410256,0.641025641025641,82.09
186,0.10256410256410256,0.6666666666666666,78.945
187,0.10256410256410256,0.6923076923076923,75.9925
188,0.10256410256410256,0.717948717948718,74.12
189,0.10256410256410256,0.7435897435897436,75.4075
190,0.10256410256410256,0.7692307692307692,73.42
191,0.10256410256410256,0.7948717948717948,72.355
192,0.10256410256410256,0.8205128205128205,71.69
193,0.10256410256410256,0.8461538461538461,68.8625
194,0.10256410256410256,0.8717948717948718,67.66
195,0.10256410256410256,0.8974358974358974,63.6475
196,0.10256410256410256,0.923076923076923,62.7825
197,0.10256410256410256,0.9487179487179487,61.835
198,0.10256410256410256,0.9743589743589743,60.5625
199,0.10256410256410256,1.0,57.325
200,0.1282051282051282,0.0,91.1625
201,0.1282051282051282,0.02564102564102564,90.265
202,0.1282051282051282,0.05128205128205128,90.8425
203,0.1282051282051282,0.07692307692307693,90.92
204,0.1282051282051282,0.10256410256410256,89.23
205,0.1282051282051282,0.1282051282051282,90.445
206,0.1282051282051282,0.15384615384615385,89.945
207,0.1282051282051282,0.1794871794871795,90.1075
208,0.1282051282051282,0.20512820512820512,90.1275
209,0.1282051282051282,0.23076923076923075,87.995
210,0.1282051282051282,0.2564102564102564,87.3975
211,0.1282051282051282,0.28205128205128205,87.6475
212,0.1282051282051282,0.3076923076923077,84.8925
213,0.1282051282051282,0.3333333333333333,85.015
214,0.1282051282051282,0.358974358974359,87.0825
215,0.1282051282051282,0.3846153846153846,86.1725
216,0.1282051282051282,0.41025641025641024,84.55
217,0.1282051282051282,0.4358974358974359,84.9175
218,0.1282051282051282,0.4615384615384615,83.4375
219,0.1282051282051282,0.48717948717948717,81.52
220,0.1282051282051282,0.5128205128205128,80.9075
221,0.1282051282051282,0.5384615384615384,81.34
222,0.1282051282051282,0.5641025641025641,80.405
223,0.1282051282051282,0.5897435897435898,80.125
224,0.1282051282051282,0.6153846153846154,78.72
225,0.1282051282051282,0.641025641025641,74.335
226,0.1282051282051282,0.6666666666666666,74.1025
227,0.1282051282051282,0.6923076923076923,73.08
228,0.1282051282051282,0.717948717948718,71.7475
229,0.1282051282051282,0.7435897435897436,72.345
230,0.1282051282051282,0.7692307692307692,69.975
231,0.1282051282051282,0.7948717948717948,69.75
232,0.1282051282051282,0.8205128205128205,70.2625
233,0.1282051282051282,0.8461538461538461,65.47
234,0.1282051282051282,0.8717948717948718,65.735
235,0.1282051282051282,0.8974358974358974,63.9625
236,0.1282051282051282,0.923076923076923,62.685
237,0.1282051282051282,0.9487179487179487,59.315
238,0.1282051282051282,0.9743589743589743,60.845
239,0.1282051282051282,1.0,58.2075
240,0.15384615384615385,0.0,82.995
241,0.15384615384615385,0.02564102564102564,82.64
242,0.15384615384615385,0.05128205128205128,83.7025
243,0.15384615384615385,0.07692307692307693,86.16
244,0.15384615384615385,0.10256410256410256,86.72
245,0.15384615384615385,0.1282051282051282,85.625
246,0.15384615384615385,0.15384615384615385,84.115
247,0.15384615384615385,0.1794871794871795,84.5075
248,0.15384615384615385,0.20512820512820512,84.845
249,0.15384615384615385,0.23076923076923075,83.8275
250,0.15384615384615385,0.2564102564102564,82.9325
251,0.15384615384615385,0.28205128205128205,81.54
252,0.15384615384615385,0.3076923076923077,81.775
253,0.15384615384615385,0.3333333333333333,81.005
254,0.15384615384615385,0.358974358974359,81.335
255,0.15384615384615385,0.3846153846153846,75.34
256,0.15384615384615385,0.41025641025641024,79.185
257,0.15384615384615385,0.4358974358974359,78.875
258,0.15384615384615385,0.4615384615384615,79.295
259,0.15384615384615385,0.48717948717948717,77.13
260,0.15384615384615385,0.5128205128205128,76.54
261,0.15384615384615385,0.5384615384615384,78.165
262,0.15384615384615385,0.5641025641025641,75.705
263,0.15384615384615385,0.5897435897435898,75.315
264,0.15384615384615385,0.6153846153846154,71.4675
265,0.15384615384615385,0.641025641025641,72.03
266,0.15384615384615385,0.6666666666666666,70.9675
267,0.15384615384615385,0.6923076923076923,69.895
268,0.15384615384615385,0.717948717948718,68.1225
269,0.15384615384615385,0.7435897435897436,69.2125
270,0.15384615384615385,0.7692307692307692,63.46
271,0.15384615384615385,0.7948717948717948,65.4925
272,0.15384615384615385,0.8205128205128205,64.6925
273,0.15384615384615385,0.8461538461538461,62.3175
274,0.15384615384615385,0.8717948717948718,60.245
275,0.15384615384615385,0.8974358974358974,62.44
276,0.15384615384615385,0.923076923076923,57.02
277,0.15384615384615385,0.9487179487179487,59.06
278,0.15384615384615385,0.9743589743589743,55.115
279,0.15384615384615385,1.0,54.4
280,0.1794871794871795,0.0,78.845
281,0.1794871794871795,0.02564102564102564,78.74
282,0.1794871794871795,0.05128205128205128,77.775
283,0.1794871794871795,0.07692307692307693,78.545
284,0.1794871794871795,0.10256410256410256,78.8075
285,0.1794871794871795,0.1282051282051282,79.545
286,0.1794871794871795,0.15384615384615385,75.325
287,0.1794871794871795,0.1794871794871795,78.9925
288,0.1794871794871795,0.20512820512820512,75.575
289,0.1794871794871795,0.23076923076923075,75.5575
290,0.1794871794871795,0.2564102564102564,76.9375
291,0.1794871794871795,0.28205128205128205,74.965
292,0.1794871794871795,0.3076923076923077,73.75
293,0.1794871794871795,0.3333333333333333,72.09
294,0.1794871794871795,0.358974358974359,72.01
295,0.1794871794871795,0.3846153846153846,75.4025
296,0.1794871794871795,0.41025641025641024,73.4775
297,0.1794871794871795,0.4358974358974359,74.58
298,0.1794871794871795,0.4615384615384615,70.025
299,0.1794871794871795,0.48717948717948717,71.095
300,0.1794871794871795,0.5128205128205128,70.3925
301,0.1794871794871795,0.5384615384615384,68.085
302,0.1794871794871795,0.5641025641025641,71.0025
303,0.1794871794871795,0.5897435897435898,66.2225
304,0.1794871794871795,0.6153846153846154,68.685
305,0.1794871794871795,0.641025641025641,67.89
306,0.1794871794871795,0.6666666666666666,65.2125
307,0.1794871794871795,0.6923076923076923,64.525
308,0.1794871794871795,0.717948717948718,60.155
309,0.1794871794871795,0.7435897435897436,61.205
310,0.1794871794871795,0.7692307692307692,60.4925
311,0.1794871794871795,0.7948717948717948,65.49
312,0.1794871794871795,0.8205128205128205,60.455
313,0.1794871794871795,0.8461538461538461,61.495
314,0.1794871794871795,0.8717948717948718,54.3325
315,0.1794871794871795,0.8974358974358974,59.18
316,0.1794871794871795,0.923076923076923,53.3225
317,0.1794871794871795,0.9487179487179487,54.5575
318,0.1794871794871795,0.9743589743589743,51.7675
319,0.1794871794871795,1.0,52.15
320,0.20512820512820512,0.0,71.1575
321,0.20512820512820512,0.02564102564102564,69.7825
322,0.20512820512820512,0.05128205128205128,70.0625
323,0.20512820512820512,0.07692307692307693,71.065
324,0.20512820512820512,0.10256410256410256,72.8125
325,0.20512820512820512,0.1282051282051282,70.9125
326,0.20512820512820512,0.15384615384615385,67.37
327,0.20512820512820512,0.1794871794871795,67.64
328,0.20512820512820512,0.20512820512820512,70.35
329,0.20512820512820512,0.23076923076923075,69.5775
330,0.20512820512820512,0.2564102564102564,66.825
331,0.20512820512820512,0.28205128205128205,70.2575
332,0.20512820512820512,0.3076923076923077,71.7075
333,0.20512820512820512,0.3333333333333333,66.965
334,0.20512820512820512,0.358974358974359,67.4125
335,0.20512820512820512,0.3846153846153846,67.7225
336,0.20512820512820512,0.41025641025641024,65.725
337,0.20512820512820512,0.4358974358974359,66.9
338,0.20512820512820512,0.4615384615384615,67.7625
339,0.20512820512820512,0.48717948717948717,63.81
340,0.20512820512820512,0.5128205128205128,64.03
341,0.20512820512820512,0.5384615384615384,61.525
342,0.20512820512820512,0.5641025641025641,63.655
343,0.20512820512820512,0.5897435897435898,61.0125
344,0.20512820512820512,0.6153846153846154,61.8325
345,0.20512820512820512,0.641025641025641,63.635
346,0.20512820512820512,0.6666666666666666,62.605
347,0.20512820512820512,0.6923076923076923,60.0425
348,0.20512820512820512,0.717948717948718,56.335
349,0.20512820512820512,0.7435897435897436,58.3525
350,0.20512820512820512,0.7692307692307692,60.5675
351,0.20512820512820512,0.7948717948717948,57.9575
352,0.20512820512820512,0.8205128205128205,55.1575
353,0.20512820512820512,0.8461538461538461,52.425
354,0.20512820512820512,0.8717948717948718,53.1475
355,0.20512820512820512,0.8974358974358974,52.81
356,0.20512820512820512,0.923076923076923,48.955
357,0.20512820512820512,0.9487179487179487,49.66
358,0.20512820512820512,0.9743589743589743,45.84
359,0.20512820512820512,1.0,49.29
360,0.23076923076923075,0.0,62.9225
361,0.23076923076923075,0.02564102564102564,61.7875
362,0.23076923076923075,0.05128205128205128,64.8825
363,0.23076923076923075,0.07692307692307693,64.13
364,0.23076923076923075,0.10256410256410256,64.64
365,0.23076923076923075,0.1282051282051282,62.9675
366,0.23076923076923075,0.15384615384615385,62.4325
367,0.23076923076923075,0.1794871794871795,67.02
368,0.23076923076923075,0.20512820512820512,62.285
369,0.23076923076923075,0.23076923076923075,62.07
370,0.23076923076923075,0.2564102564102564,62.955
371,0.23076923076923075,0.28205128205128205,59.66
372,0.23076923076923075,0.3076923076923077,61.17
373,0.23076923076923075,0.3333333333333333,58.64
374,0.23076923076923075,0.358974358974359,59.235
375,0.23076923076923075,0.3846153846153846,61.43
376,0.23076923076923075,0.41025641025641024,57.4425
377,0.23076923076923075,0.4358974358974359,61.09
378,0.23076923076923075,0.4615384615384615,60.5925
379,0.23076923076923075,0.48717948717948717,56.33
380,0.23076923076923075,0.5128205128205128,59.7175
381,0.23076923076923075,0.5384615384615384,57.1925
382,0.23076923076923075,0.5641025641025641,58.6725
383,0.23076923076923075,0.5897435897435898,53.42
384,0.23076923076923075,0.6153846153846154,56.385
385,0.23076923076923075,0.641025641025641,50.7
386,0.23076923076923075,0.6666666666666666,57.9525
387,0.23076923076923075,0.6923076923076923,55.8625
388,0.23076923076923075,0.717948717948718,58.045
389,0.23076923076923075,0.7435897435897436,51.94
390,0.23076923076923075,0.7692307692307692,48.9775
391,0.23076923076923075,0.7948717948717948,57.68
392,0.23076923076923075,0.8205128205128205,53.455
393,0.23076923076923075,0.8461538461538461,50.6675
394,0.23076923076923075,0.8717948717948718,47.0625
395,0.23076923076923075,0.8974358974358974,46.705
396,0.23076923076923075,0.923076923076923,47.055
397,0.23076923076923075,0.9487179487179487,47.8
398,0.23076923076923075,0.9743589743589743,45.47
399,0.23076923076923075,1.0,45.0475
400,0.2564102564102564,0.0,57.895
401,0.2564102564102564,0.02564102564102564,56.2625
402,0.2564102564102564,0.05128205128205128,49.9575
403,0.2564102564102564,0.07692307692307693,53.3975
404,0.2564102564102564,0.10256410256410256,55.88
405,0.2564102564102564,0.1282051282051282,54.0475
406,0.2564102564102564,0.15384615384615385,56.76
407,0.2564102564102564,0.1794871794871795,54.6775
408,0.2564102564102564,0.20512820512820512,52.725
409,0.2564102564102564,0.23076923076923075,58.1475
410,0.2564102564102564,0.2564102564102564,53.2225
411,0.2564102564102564,0.28205128205128205,55.505
412,0.2564102564102564,0.3076923076923077,51.45
413,0.2564102564102564,0.3333333333333333,55.3825
414,0.2564102564102564,0.358974358974359,54.2075
415,0.2564102564102564,0.3846153846153846,50.1975
416,0.2564102564102564,0.41025641025641024,49.33
417,0.2564102564102564,0.4358974358974359,52.275
418,0.2564102564102564,0.4615384615384615,50.115
419,0.2564102564102564,0.48717948717948717,53.19
420,0.2564102564102564,0.5128205128205128,54.1825
421,0.2564102564102564,0.5384615384615384,49.49
422,0.2564102564102564,0.5641025641025641,50.335
423,0.2564102564102564,0.5897435897435898,51.205
424,0.2564102564102564,0.6153846153846154,50.0025
425,0.2564102564102564,0.641025641025641,50.3475
426,0.2564102564102564,0.6666666666666666,44.3975
427,0.2564102564102564,0.6923076923076923,50.255
428,0.2564102564102564,0.717948717948718,45.365
429,0.2564102564102564,0.7435897435897436,48.1625
430,0.2564102564102564,0.7692307692307692,47.82
431,0.2564102564102564,0.7948717948717948,45.385
432,0.2564102564102564,0.8205128205128205,40.2975
433,0.2564102564102564,0.8461538461538461,45.0375
434,0.2564102564102564,0.8717948717948718,42.7625
435,0.2564102564102564,0.8974358974358974,46.735
436,0.2564102564102564,0.923076923076923,38.5125
437,0.2564102564102564,0.9487179487179487,42.7875
438,0.2564102564102564,0.9743589743589743,40.2125
439,0.2564102564102564,1.0,35.895
440,0.28205128205128205,0.0,52.8975
441,0.28205128205128205,0.02564102564102564,52.38
442,0.28205128205128205,0.05128205128205128,44.94
443,0.28205128205128205,0.07692307692307693,47.2625
444,0.28205128205128205,0.10256410256410256,51.84
445,0.28205128205128205,0.1282051282051282,50.495
446,0.28205128205128205,0.15384615384615385,47.3225
447,0.28205128205128205,0.1794871794871795,49.87
448,0.28205128205128205,0.20512820512820512,52.4575
449,0.28205128205128205,0.23076923076923075,47.58
450,0.28205128205128205,0.2564102564102564,47.7375
451,0.28205128205128205,0.28205128205128205,48.135
452,0.28205128205128205,0.3076923076923077,47.435
453,0.28205128205128205,0.3333333333333333,44.6
454,0.28205128205128205,0.358974358974359,48.455
455,0.28205128205128205,0.3846153846153846,50.0725
456,0.28205128205128205,0.41025641025641024,44.6875
457,0.28205128205128205,0.4358974358974359,44.875
458,0.28205128205128205,0.4615384615384615,49.5475
459,0.28205128205128205,0.48717948717948717,46.72
460,0.28205128205128205,0.5128205128205128,46.3425
461,0.28205128205128205,0.5384615384615384,43.9775
462,0.28205128205128205,0.5641025641025641,44.3675
463,0.28205128205128205,0.5897435897435898,43.5325
464,0.28205128205128205,0.6153846153846154,46.885
465,0.28205128205128205,0.641025641025641,41.585
466,0.28205128205128205,0.6666666666666666,43.82
467,0.28205128205128205,0.6923076923076923,40.39
468,0.28205128205128205,0.717948717948718,45.8325
469,0.28205128205128205,0.7435897435897436,43.9175
470,0.28205128205128205,0.7692307692307692,42.355
471,0.28205128205128205,0.7948717948717948,44.86
472,0.28205128205128205,0.8205128205128205,37.5575
473,0.28205128205128205,0.8461538461538461,42.19
474,0.28205128205128205,0.8717948717948718,43.9075
475,0.28205128205128205,0.8974358974358974,41.31
476,0.28205128205128205,0.923076923076923,38.3625
477,0.28205128205128205,0.9487179487179487,37.99
478,0.28205128205128205,0.9743589743589743,34.8325
479,0.28205128205128205,1.0,37.5425
480,0.3076923076923077,0.0,41.1225
481,0.3076923076923077,0.02564102564102564,42.9275
482,0.3076923076923077,0.05128205128205128,37.445
483,0.3076923076923077,0.07692307692307693,43.8
484,0.3076923076923077,0.10256410256410256,44.32
485,0.3076923076923077,0.1282051282051282,41.345
486,0.3076923076923077,0.15384615384615385,45.63
487,0.3076923076923077,0.1794871794871795,44.76
488,0.3076923076923077,0.20512820512820512,45.2925
489,0.3076923076923077,0.23076923076923075,46.1525
490,0.3076923076923077,0.2564102564102564,42.2175
491,0.3076923076923077,0.28205128205128205,41.095
492,0.3076923076923077,0.3076923076923077,35.9275
493,0.3076923076923077,0.3333333333333333,43.0425
494,0.3076923076923077,0.358974358974359,40.0275
495,0.3076923076923077,0.3846153846153846,43.21
496,0.3076923076923077,0.41025641025641024,38.8525
497,0.3076923076923077,0.4358974358974359,46.23
498,0.3076923076923077,0.4615384615384615,41.7875
499,0.3076923076923077,0.48717948717948717,41.0925
500,0.3076923076923077,0.5128205128205128,39.6675
501,0.3076923076923077,0.5384615384615384,40.0625
502,0.3076923076923077,0.5641025641025641,41.795
503,0.3076923076923077,0.5897435897435898,37.5175
504,0.3076923076923077,0.6153846153846154,38.8425
505,0.3076923076923077,0.641025641025641,39.235
506,0.3076923076923077,0.6666666666666666,38.24
507,0.3076923076923077,0.6923076923076923,38.5825
508,0.3076923076923077,0.717948717948718,39.0925
509,0.3076923076923077,0.7435897435897436,35.3625
510,0.3076923076923077,0.7692307692307692,39.11
511,0.3076923076923077,0.7948717948717948,36.43
512,0.3076923076923077,0.8205128205128205,37.65
513,0.3076923076923077,0.8461538461538461,37.78
514,0.3076923076923077,0.8717948717948718,33.795
515,0.3076923076923077,0.8974358974358974,36.0675
516,0.3076923076923077,0.923076923076923,34.5425
517,0.3076923076923077,0.9487179487179487,32.4875
518,0.3076923076923077,0.9743589743589743,32.955
519,0.3076923076923077,1.0,35.985
520,0.3333333333333333,0.0,36.1925
521,0.3333333333333333,0.02564102564102564,40.2625
522,0.3333333333333333,0.05128205128205128,36.71
523,0.3333333333333333,0.07692307692307693,39.2325
524,0.3333333333333333,0.10256410256410256,43.185
525,0.3333333333333333,0.1282051282051282,39.345
526,0.3333333333333333,0.15384615384615385,36.5775
527,0.3333333333333333,0.1794871794871795,36.7875
528,0.3333333333333333,0.20512820512820512,39.1925
529,0.3333333333333333,0.23076923076923075,40.31
530,0.3333333333333333,0.2564102564102564,37.275
531,0.3333333333333333,0.28205128205128205,36.445
532,0.3333333333333333,0.3076923076923077,38.01
533,0.3333333333333333,0.3333333333333333,37.75
534,0.3333333333333333,0.358974358974359,36.35
535,0.3333333333333333,0.3846153846153846,38.1175
536,0.3333333333333333,0.41025641025641024,35.3825
537,0.3333333333333333,0.4358974358974359,36.445
538,0.3333333333333333,0.4615384615384615,36.59
539,0.3333333333333333,0.48717948717948717,38.9725
540,0.3333333333333333,0.5128205128205128,38.6925
541,0.3333333333333333,0.5384615384615384,41.985
542,0.3333333333333333,0.5641025641025641,34.3525
543,0.3333333333333333,0.5897435897435898,34.635
544,0.3333333333333333,0.6153846153846154,35.7525
545,0.3333333333333333,0.641025641025641,30.845
546,0.3333333333333333,0.6666666666666666,33.54
547,0.3333333333333333,0.6923076923076923,31.16
548,0.3333333333333333,0.717948717948718,34.5075
549,0.3333333333333333,0.7435897435897436,32.6525
550,0.3333333333333333,0.7692307692307692,34.7
551,0.3333333333333333,0.7948717948717948,31.53
552,0.3333333333333333,0.8205128205128205,34.22
553,0.3333333333333333,0.8461538461538461,31.165
554,0.3333333333333333,0.8717948717948718,37.4475
555,0.3333333333333333,0.8974358974358974,31.1325
556,0.3333333333333333,0.923076923076923,33.3875
557,0.3333333333333333,0.9487179487179487,31.1925
558,0.3333333333333333,0.9743589743589743,31.585
559,0.3333333333333333,1.0,32.885
560,0.358974358974359,0.0,33.0225
561,0.358974358974359,0.02564102564102564,36.6075
562,0.358974358974359,0.05128205128205128,35.2475
563,0.358974358974359,0.07692307692307693,36.495
564,0.358974358974359,0.10256410256410256,33.0175
565,0.358974358974359,0.1282051282051282,33.665
566,0.358974358974359,0.15384615384615385,32.105
567,0.358974358974359,0.1794871794871795,35.66
568,0.358974358974359,0.20512820512820512,33.79
569,0.358974358974359,0.23076923076923075,34.5725
570,0.358974358974359,0.2564102564102564,29.8
571,0.358974358974359,0.28205128205128205,34.895
572,0.358974358974359,0.3076923076923077,33.87
573,0.358974358974359,0.3333333333333333,34.635
574,0.358974358974359,0.358974358974359,32.385
575,0.358974358974359,0.3846153846153846,33.9675
576,0.358974358974359,0.41025641025641024,31.4425
577,0.358974358974359,0.4358974358974359,35.275
578,0.358974358974359,0.4615384615384615,35.6125
579,0.358974358974359,0.48717948717948717,32.7825
580,0.358974358974359,0.5128205128205128,30.53
581,0.358974358974359,0.5384615384615384,32.13
582,0.358974358974359,0.5641025641025641,31.62
583,0.358974358974359,0.5897435897435898,34.2325
584,0.358974358974359,0.6153846153846154,36.955
585,0.358974358974359,0.641025641025641,32.01
586,0.358974358974359,0.6666666666666666,34.7875
587,0.358974358974359,0.6923076923076923,30.8025
