,Theta/Phi,Loss,Accuracy
588,0.358974358974359,0.717948717948718,29.2425
589,0.358974358974359,0.7435897435897436,29.965
590,0.358974358974359,0.7692307692307692,34.2675
591,0.358974358974359,0.7948717948717948,29.5525
592,0.358974358974359,0.8205128205128205,29.6075
593,0.358974358974359,0.8461538461538461,30.78
594,0.358974358974359,0.8717948717948718,27.04
595,0.358974358974359,0.8974358974358974,27.47
596,0.358974358974359,0.923076923076923,28.475
597,0.358974358974359,0.9487179487179487,29.8425
598,0.358974358974359,0.9743589743589743,27.83
599,0.358974358974359,1.0,26.375
600,0.3846153846153846,0.0,29.9125
601,0.3846153846153846,0.02564102564102564,31.37
602,0.3846153846153846,0.05128205128205128,29.14
603,0.3846153846153846,0.07692307692307693,28.74
604,0.3846153846153846,0.10256410256410256,31.6625
605,0.3846153846153846,0.1282051282051282,29.53
606,0.3846153846153846,0.15384615384615385,32.67
607,0.3846153846153846,0.1794871794871795,31.71
608,0.3846153846153846,0.20512820512820512,31.855
609,0.3846153846153846,0.23076923076923075,30.5125
610,0.3846153846153846,0.2564102564102564,30.54
611,0.3846153846153846,0.28205128205128205,27.9275
612,0.3846153846153846,0.3076923076923077,31.7675
613,0.3846153846153846,0.3333333333333333,28.76
614,0.3846153846153846,0.358974358974359,28.18
615,0.3846153846153846,0.3846153846153846,31.025
616,0.3846153846153846,0.41025641025641024,31.575
617,0.3846153846153846,0.4358974358974359,28.4025
618,0.3846153846153846,0.4615384615384615,28.65
619,0.3846153846153846,0.48717948717948717,29.08
620,0.3846153846153846,0.5128205128205128,26.0675
621,0.3846153846153846,0.5384615384615384,30.3975
622,0.3846153846153846,0.5641025641025641,32.3
623,0.3846153846153846,0.5897435897435898,27.05
624,0.3846153846153846,0.6153846153846154,29.7025
625,0.3846153846153846,0.641025641025641,28.5825
626,0.3846153846153846,0.6666666666666666,27.55
627,0.3846153846153846,0.6923076923076923,26.6125
628,0.3846153846153846,0.717948717948718,29.0575
629,0.3846153846153846,0.7435897435897436,28.565
630,0.3846153846153846,0.7692307692307692,29.9425
631,0.3846153846153846,0.7948717948717948,27.625
632,0.3846153846153846,0.8205128205128205,25.8575
633,0.3846153846153846,0.8461538461538461,26.9375
634,0.3846153846153846,0.8717948717948718,27.415
635,0.3846153846153846,0.8974358974358974,25.9275
636,0.3846153846153846,0.923076923076923,25.2525
637,0.3846153846153846,0.9487179487179487,27.4475
638,0.3846153846153846,0.9743589743589743,27.17
639,0.3846153846153846,1.0,29.3275
640,0.41025641025641024,0.0,27.1625
641,0.41025641025641024,0.02564102564102564,30.21
642,0.41025641025641024,0.05128205128205128,28.305
643,0.41025641025641024,0.07692307692307693,28.7575
644,0.41025641025641024,0.10256410256410256,26.87
645,0.41025641025641024,0.1282051282051282,30.855
646,0.41025641025641024,0.15384615384615385,25.9375
647,0.41025641025641024,0.1794871794871795,30.7325
648,0.41025641025641024,0.20512820512820512,28.0725
649,0.41025641025641024,0.23076923076923075,27.3875
650,0.41025641025641024,0.2564102564102564,30.195
651,0.41025641025641024,0.28205128205128205,27.535
652,0.41025641025641024,0.3076923076923077,28.25
653,0.41025641025641024,0.3333333333333333,27.565
654,0.41025641025641024,0.358974358974359,26.255
655,0.41025641025641024,0.3846153846153846,31.9175
656,0.41025641025641024,0.41025641025641024,26.3125
657,0.41025641025641024,0.4358974358974359,26.04
658,0.41025641025641024,0.4615384615384615,27.27
659,0.41025641025641024,0.48717948717948717,27.845
660,0.41025641025641024,0.5128205128205128,26.3075
661,0.41025641025641024,0.5384615384615384,25.6175
662,0.41025641025641024,0.5641025641025641,26.515
663,0.41025641025641024,0.5897435897435898,26.0575
664,0.41025641025641024,0.6153846153846154,26.52
665,0.41025641025641024,0.641025641025641,26.8675
666,0.41025641025641024,0.6666666666666666,30.1
667,0.41025641025641024,0.6923076923076923,27.2825
668,0.41025641025641024,0.717948717948718,26.2225
669,0.41025641025641024,0.7435897435897436,24.6925
670,0.41025641025641024,0.7692307692307692,26.7475
671,0.41025641025641024,0.7948717948717948,27.23
672,0.41025641025641024,0.8205128205128205,25.24
673,0.41025641025641024,0.8461538461538461,25.475
674,0.41025641025641024,0.8717948717948718,24.485
675,0.41025641025641024,0.8974358974358974,24.6325
676,0.41025641025641024,0.923076923076923,22.37
677,0.41025641025641024,0.9487179487179487,22.4875
678,0.41025641025641024,0.9743589743589743,23.305
679,0.41025641025641024,1.0,20.7
680,0.4358974358974359,0.0,25.5275
681,0.4358974358974359,0.02564102564102564,24.6925
682,0.4358974358974359,0.05128205128205128,28.125
683,0.4358974358974359,0.07692307692307693,26.345
684,0.4358974358974359,0.10256410256410256,27.725
685,0.4358974358974359,0.1282051282051282,25.14
686,0.4358974358974359,0.15384615384615385,24.02
687,0.4358974358974359,0.1794871794871795,25.745
688,0.4358974358974359,0.20512820512820512,25.25
689,0.4358974358974359,0.23076923076923075,26.065
690,0.4358974358974359,0.2564102564102564,24.525
691,0.4358974358974359,0.28205128205128205,24.5575
692,0.4358974358974359,0.3076923076923077,25.6275
693,0.4358974358974359,0.3333333333333333,25.2675
694,0.4358974358974359,0.358974358974359,25.5125
695,0.4358974358974359,0.3846153846153846,27.035
696,0.4358974358974359,0.41025641025641024,23.0125
697,0.4358974358974359,0.4358974358974359,24.6925
698,0.4358974358974359,0.4615384615384615,23.835
699,0.4358974358974359,0.48717948717948717,25.04
700,0.4358974358974359,0.5128205128205128,21.04
701,0.4358974358974359,0.5384615384615384,25.6275
702,0.4358974358974359,0.5641025641025641,22.535
703,0.4358974358974359,0.5897435897435898,26.495
704,0.4358974358974359,0.6153846153846154,22.76
705,0.4358974358974359,0.641025641025641,24.6525
706,0.4358974358974359,0.6666666666666666,24.165
707,0.4358974358974359,0.6923076923076923,23.4575
708,0.4358974358974359,0.717948717948718,26.95
709,0.4358974358974359,0.7435897435897436,24.435
710,0.4358974358974359,0.7692307692307692,26.2425
711,0.4358974358974359,0.7948717948717948,22.5125
712,0.4358974358974359,0.8205128205128205,24.215
713,0.4358974358974359,0.8461538461538461,25.3425
714,0.4358974358974359,0.8717948717948718,25.3025
715,0.4358974358974359,0.8974358974358974,24.54
716,0.4358974358974359,0.923076923076923,23.1625
717,0.4358974358974359,0.9487179487179487,24.46
718,0.4358974358974359,0.9743589743589743,25.7225
719,0.4358974358974359,1.0,21.755
720,0.4615384615384615,0.0,24.7525
721,0.4615384615384615,0.02564102564102564,24.5575
722,0.4615384615384615,0.05128205128205128,22.6375
723,0.4615384615384615,0.07692307692307693,21.9425
724,0.4615384615384615,0.10256410256410256,21.6175
725,0.4615384615384615,0.1282051282051282,23.9875
726,0.4615384615384615,0.15384615384615385,25.1975
727,0.4615384615384615,0.1794871794871795,23.845
728,0.4615384615384615,0.20512820512820512,25.0375
729,0.4615384615384615,0.23076923076923075,20.725
730,0.4615384615384615,0.2564102564102564,23.9775
731,0.4615384615384615,0.28205128205128205,25.1475
732,0.4615384615384615,0.3076923076923077,24.495
733,0.4615384615384615,0.3333333333333333,26.4425
734,0.4615384615384615,0.358974358974359,21.9575
735,0.4615384615384615,0.3846153846153846,25.0675
736,0.4615384615384615,0.41025641025641024,23.945
737,0.4615384615384615,0.4358974358974359,25.8825
738,0.4615384615384615,0.4615384615384615,22.1775
739,0.4615384615384615,0.48717948717948717,24.275
740,0.4615384615384615,0.5128205128205128,23.1625
741,0.4615384615384615,0.5384615384615384,22.24
742,0.4615384615384615,0.5641025641025641,21.7225
743,0.4615384615384615,0.5897435897435898,23.7225
744,0.4615384615384615,0.6153846153846154,23.3875
745,0.4615384615384615,0.641025641025641,22.7325
746,0.4615384615384615,0.6666666666666666,24.5575
747,0.4615384615384615,0.6923076923076923,21.155
748,0.4615384615384615,0.717948717948718,21.4925
749,0.4615384615384615,0.7435897435897436,22.3325
750,0.4615384615384615,0.7692307692307692,21.8775
751,0.4615384615384615,0.7948717948717948,21.7775
752,0.4615384615384615,0.8205128205128205,19.995
753,0.4615384615384615,0.8461538461538461,20.6475
754,0.4615384615384615,0.8717948717948718,22.0375
755,0.4615384615384615,0.8974358974358974,22.025
756,0.4615384615384615,0.923076923076923,20.6425
757,0.4615384615384615,0.9487179487179487,21.19
758,0.4615384615384615,0.9743589743589743,20.8175
759,0.4615384615384615,1.0,18.9925
760,0.48717948717948717,0.0,23.47
761,0.48717948717948717,0.02564102564102564,23.0125
762,0.48717948717948717,0.05128205128205128,20.8125
763,0.48717948717948717,0.07692307692307693,23.2175
764,0.48717948717948717,0.10256410256410256,22.42
765,0.48717948717948717,0.1282051282051282,25.19
766,0.48717948717948717,0.15384615384615385,22.465
767,0.48717948717948717,0.1794871794871795,22.8525
768,0.48717948717948717,0.20512820512820512,21.825
769,0.48717948717948717,0.23076923076923075,21.5475
770,0.48717948717948717,0.2564102564102564,19.895
771,0.48717948717948717,0.28205128205128205,22.115
772,0.48717948717948717,0.3076923076923077,23.215
773,0.48717948717948717,0.3333333333333333,21.9
774,0.48717948717948717,0.358974358974359,21.3375
775,0.48717948717948717,0.3846153846153846,20.3925
776,0.48717948717948717,0.41025641025641024,20.9975
777,0.48717948717948717,0.4358974358974359,22.9725
778,0.48717948717948717,0.4615384615384615,21.5675
779,0.48717948717948717,0.48717948717948717,20.9825
780,0.48717948717948717,0.5128205128205128,23.2625
781,0.48717948717948717,0.5384615384615384,22.085
782,0.48717948717948717,0.5641025641025641,20.715
783,0.48717948717948717,0.5897435897435898,20.855
784,0.48717948717948717,0.6153846153846154,21.3725
785,0.48717948717948717,0.641025641025641,18.655
786,0.48717948717948717,0.6666666666666666,22.0625
787,0.48717948717948717,0.6923076923076923,20.26
788,0.48717948717948717,0.717948717948718,20.595
789,0.48717948717948717,0.7435897435897436,20.6025
790,0.48717948717948717,0.7692307692307692,18.9475
791,0.48717948717948717,0.7948717948717948,22.695
792,0.48717948717948717,0.8205128205128205,21.1825
793,0.48717948717948717,0.8461538461538461,19.4275
794,0.48717948717948717,0.8717948717948718,20.92
795,0.48717948717948717,0.8974358974358974,19.9325
796,0.48717948717948717,0.923076923076923,22.645
797,0.48717948717948717,0.9487179487179487,20.8025
798,0.48717948717948717,0.9743589743589743,18.8425
799,0.48717948717948717,1.0,18.97
800,0.5128205128205128,0.0,18.535
801,0.5128205128205128,0.02564102564102564,20.48
802,0.5128205128205128,0.05128205128205128,22.295
803,0.5128205128205128,0.07692307692307693,19.1625
804,0.5128205128205128,0.10256410256410256,20.145
805,0.5128205128205128,0.1282051282051282,22.38
806,0.5128205128205128,0.15384615384615385,20.2425
807,0.5128205128205128,0.1794871794871795,22.635
808,0.5128205128205128,0.20512820512820512,21.0825
809,0.5128205128205128,0.23076923076923075,22.3425
810,0.5128205128205128,0.2564102564102564,19.56
811,0.5128205128205128,0.28205128205128205,19.4125
812,0.5128205128205128,0.3076923076923077,17.6975
813,0.5128205128205128,0.3333333333333333,21.4375
814,0.5128205128205128,0.358974358974359,19.2475
815,0.5128205128205128,0.3846153846153846,18.9675
816,0.5128205128205128,0.41025641025641024,17.99
817,0.5128205128205128,0.4358974358974359,21.575
818,0.5128205128205128,0.4615384615384615,19.46
819,0.5128205128205128,0.48717948717948717,20.4625
820,0.5128205128205128,0.5128205128205128,20.2075
821,0.5128205128205128,0.5384615384615384,16.81
822,0.5128205128205128,0.5641025641025641,20.665
823,0.5128205128205128,0.5897435897435898,21.6675
824,0.5128205128205128,0.6153846153846154,20.34
825,0.5128205128205128,0.641025641025641,20.2
826,0.5128205128205128,0.6666666666666666,16.5775
827,0.5128205128205128,0.6923076923076923,19.315
828,0.5128205128205128,0.717948717948718,19.545
829,0.5128205128205128,0.7435897435897436,20.1125
830,0.5128205128205128,0.7692307692307692,19.975
831,0.5128205128205128,0.7948717948717948,18.815
832,0.5128205128205128,0.8205128205128205,18.5475
833,0.5128205128205128,0.8461538461538461,19.755
834,0.5128205128205128,0.8717948717948718,19.3325
835,0.5128205128205128,0.8974358974358974,20.6775
836,0.5128205128205128,0.923076923076923,15.8125
837,0.5128205128205128,0.9487179487179487,21.3925
838,0.5128205128205128,0.9743589743589743,17.56
839,0.5128205128205128,1.0,18.8625
840,0.5384615384615384,0.0,19.715
841,0.5384615384615384,0.02564102564102564,17.5
842,0.5384615384615384,0.05128205128205128,18.58
843,0.5384615384615384,0.07692307692307693,18.6875
844,0.5384615384615384,0.10256410256410256,17.6475
845,0.5384615384615384,0.1282051282051282,17.5875
846,0.5384615384615384,0.15384615384615385,18.0875
847,0.5384615384615384,0.1794871794871795,18.2075
848,0.5384615384615384,0.20512820512820512,20.06
849,0.5384615384615384,0.23076923076923075,20.51
850,0.5384615384615384,0.2564102564102564,17.5625
851,0.5384615384615384,0.28205128205128205,16.2125
852,0.5384615384615384,0.3076923076923077,20.1325
853,0.5384615384615384,0.3333333333333333,19.545
854,0.5384615384615384,0.358974358974359,20.44
855,0.5384615384615384,0.3846153846153846,18.2175
856,0.5384615384615384,0.41025641025641024,18.005
857,0.5384615384615384,0.4358974358974359,19.025
858,0.5384615384615384,0.4615384615384615,19.4025
859,0.5384615384615384,0.48717948717948717,17.675
860,0.5384615384615384,0.5128205128205128,19.25
861,0.5384615384615384,0.5384615384615384,17.055
862,0.5384615384615384,0.5641025641025641,17.13
863,0.5384615384615384,0.5897435897435898,19.095
864,0.5384615384615384,0.6153846153846154,17.9025
865,0.5384615384615384,0.641025641025641,18.81
866,0.5384615384615384,0.6666666666666666,18.575
867,0.5384615384615384,0.6923076923076923,16.3775
868,0.5384615384615384,0.717948717948718,18.735
869,0.5384615384615384,0.7435897435897436,17.655
870,0.5384615384615384,0.7692307692307692,17.33
871,0.5384615384615384,0.7948717948717948,17.6125
872,0.5384615384615384,0.8205128205128205,19.475
873,0.5384615384615384,0.8461538461538461,17.745
874,0.5384615384615384,0.8717948717948718,18.6825
875,0.5384615384615384,0.8974358974358974,17.7975
876,0.5384615384615384,0.923076923076923,16.4375
877,0.5384615384615384,0.9487179487179487,16.95
878,0.5384615384615384,0.9743589743589743,16.46
879,0.5384615384615384,1.0,18.675
880,0.5641025641025641,0.0,17.5325
881,0.5641025641025641,0.02564102564102564,17.515
882,0.5641025641025641,0.05128205128205128,18.5825
883,0.5641025641025641,0.07692307692307693,16.665
884,0.5641025641025641,0.10256410256410256,16.1775
885,0.5641025641025641,0.1282051282051282,16.09
886,0.5641025641025641,0.15384615384615385,18.245
887,0.5641025641025641,0.1794871794871795,18.1275
888,0.5641025641025641,0.20512820512820512,20.22
889,0.5641025641025641,0.23076923076923075,19.7725
890,0.5641025641025641,0.2564102564102564,17.9475
891,0.5641025641025641,0.28205128205128205,18.7475
892,0.5641025641025641,0.3076923076923077,19.53
893,0.5641025641025641,0.3333333333333333,17.935
894,0.5641025641025641,0.358974358974359,16.98
895,0.5641025641025641,0.3846153846153846,17.76
896,0.5641025641025641,0.41025641025641024,15.6025
897,0.5641025641025641,0.4358974358974359,18.8775
898,0.5641025641025641,0.4615384615384615,17.875
899,0.5641025641025641,0.48717948717948717,18.64
900,0.5641025641025641,0.5128205128205128,17.795
901,0.5641025641025641,0.5384615384615384,18.3675
902,0.5641025641025641,0.5641025641025641,19.295
903,0.5641025641025641,0.5897435897435898,18.5725
904,0.5641025641025641,0.6153846153846154,18.07
905,0.5641025641025641,0.641025641025641,15.8275
906,0.5641025641025641,0.6666666666666666,17.5775
907,0.5641025641025641,0.6923076923076923,16.72
908,0.5641025641025641,0.717948717948718,18.66
909,0.5641025641025641,0.7435897435897436,18.205
910,0.5641025641025641,0.7692307692307692,17.4075
911,0.5641025641025641,0.7948717948717948,17.8575
912,0.5641025641025641,0.8205128205128205,18.27
913,0.5641025641025641,0.8461538461538461,17.595
914,0.5641025641025641,0.8717948717948718,17.8725
915,0.5641025641025641,0.8974358974358974,18.225
916,0.5641025641025641,0.923076923076923,14.6875
917,0.5641025641025641,0.9487179487179487,17.4525
918,0.5641025641025641,0.9743589743589743,17.8925
919,0.5641025641025641,1.0,18.2
920,0.5897435897435898,0.0,20.545
921,0.5897435897435898,0.02564102564102564,15.6675
922,0.5897435897435898,0.05128205128205128,17.6575
923,0.5897435897435898,0.07692307692307693,16.12
924,0.5897435897435898,0.10256410256410256,17.57
925,0.5897435897435898,0.1282051282051282,16.3
926,0.5897435897435898,0.15384615384615385,18.4
927,0.5897435897435898,0.1794871794871795,14.875
928,0.5897435897435898,0.20512820512820512,17.3825
929,0.5897435897435898,0.23076923076923075,14.7325
930,0.5897435897435898,0.2564102564102564,18.8675
931,0.5897435897435898,0.28205128205128205,15.78
932,0.5897435897435898,0.3076923076923077,16.4425
933,0.5897435897435898,0.3333333333333333,18.9225
934,0.5897435897435898,0.358974358974359,15.6175
935,0.5897435897435898,0.3846153846153846,17.0825
936,0.5897435897435898,0.41025641025641024,18.2325
937,0.5897435897435898,0.4358974358974359,16.2375
938,0.5897435897435898,0.4615384615384615,16.92
939,0.5897435897435898,0.48717948717948717,17.0475
940,0.5897435897435898,0.5128205128205128,16.465
941,0.5897435897435898,0.5384615384615384,14.7525
942,0.5897435897435898,0.5641025641025641,16.54
943,0.5897435897435898,0.5897435897435898,16.8
944,0.5897435897435898,0.6153846153846154,15.745
945,0.5897435897435898,0.641025641025641,15.7575
946,0.5897435897435898,0.6666666666666666,15.6375
947,0.5897435897435898,0.6923076923076923,17.0025
948,0.5897435897435898,0.717948717948718,18.0275
949,0.5897435897435898,0.7435897435897436,15.335
950,0.5897435897435898,0.7692307692307692,15.0225
951,0.5897435897435898,0.7948717948717948,15.815
952,0.5897435897435898,0.8205128205128205,16.3125
953,0.5897435897435898,0.8461538461538461,18.055
954,0.5897435897435898,0.8717948717948718,15.6125
955,0.5897435897435898,0.8974358974358974,16.765
956,0.5897435897435898,0.923076923076923,17.7475
957,0.5897435897435898,0.9487179487179487,16.0225
958,0.5897435897435898,0.9743589743589743,15.7825
959,0.5897435897435898,1.0,14.655
960,0.6153846153846154,0.0,17.3575
961,0.6153846153846154,0.02564102564102564,18.975
962,0.6153846153846154,0.05128205128205128,17.9125
963,0.6153846153846154,0.07692307692307693,15.855
964,0.6153846153846154,0.10256410256410256,15.1175
965,0.6153846153846154,0.1282051282051282,15.9175
966,0.6153846153846154,0.15384615384615385,15.26
967,0.6153846153846154,0.1794871794871795,15.585
968,0.6153846153846154,0.20512820512820512,14.2125
969,0.6153846153846154,0.23076923076923075,16.0225
970,0.6153846153846154,0.2564102564102564,16.9225
971,0.6153846153846154,0.28205128205128205,13.5425
972,0.6153846153846154,0.3076923076923077,13.86
973,0.6153846153846154,0.3333333333333333,16.74
974,0.6153846153846154,0.358974358974359,15.25
975,0.6153846153846154,0.3846153846153846,16.38
976,0.6153846153846154,0.41025641025641024,15.4
977,0.6153846153846154,0.4358974358974359,16.5525
978,0.6153846153846154,0.4615384615384615,16.0975
979,0.6153846153846154,0.48717948717948717,15.5475
980,0.6153846153846154,0.5128205128205128,14.235
981,0.6153846153846154,0.5384615384615384,15.1175
982,0.6153846153846154,0.5641025641025641,16.5825
983,0.6153846153846154,0.5897435897435898,16.7375
984,0.6153846153846154,0.6153846153846154,15.595
985,0.6153846153846154,0.641025641025641,16.24
986,0.6153846153846154,0.6666666666666666,16.905
987,0.6153846153846154,0.6923076923076923,15.525
988,0.6153846153846154,0.717948717948718,16.13
989,0.6153846153846154,0.7435897435897436,15.745
990,0.6153846153846154,0.7692307692307692,17.52
991,0.6153846153846154,0.7948717948717948,15.1325
992,0.6153846153846154,0.8205128205128205,14.6275
993,0.6153846153846154,0.8461538461538461,15.55
994,0.6153846153846154,0.8717948717948718,16.9275
995,0.6153846153846154,0.8974358974358974,15.74
996,0.6153846153846154,0.923076923076923,15.7575
997,0.6153846153846154,0.9487179487179487,17.6475
998,0.6153846153846154,0.9743589743589743,18.0025
999,0.6153846153846154,1.0,13.4975
1000,0.641025641025641,0.0,16.83
1001,0.641025641025641,0.02564102564102564,13.8825
1002,0.641025641025641,0.05128205128205128,16.07
1003,0.641025641025641,0.07692307692307693,15.09
1004,0.641025641025641,0.10256410256410256,15.945
1005,0.641025641025641,0.1282051282051282,15.945
1006,0.641025641025641,0.15384615384615385,14.085
1007,0.641025641025641,0.1794871794871795,14.465
1008,0.641025641025641,0.20512820512820512,14.0975
1009,0.641025641025641,0.23076923076923075,16.615
1010,0.641025641025641,0.2564102564102564,15.3325
1011,0.641025641025641,0.28205128205128205,14.8675
1012,0.641025641025641,0.3076923076923077,15.6225
1013,0.641025641025641,0.3333333333333333,16.7175
1014,0.641025641025641,0.358974358974359,15.2775
1015,0.641025641025641,0.3846153846153846,15.1725
1016,0.641025641025641,0.41025641025641024,15.0275
1017,0.641025641025641,0.4358974358974359,15.5675
1018,0.641025641025641,0.4615384615384615,14.8275
1019,0.641025641025641,0.48717948717948717,13.3925
1020,0.641025641025641,0.5128205128205128,15.3
1021,0.641025641025641,0.5384615384615384,13.665
1022,0.641025641025641,0.5641025641025641,15.4025
1023,0.641025641025641,0.5897435897435898,15.435
1024,0.641025641025641,0.6153846153846154,15.155
1025,0.641025641025641,0.641025641025641,15.9725
1026,0.641025641025641,0.6666666666666666,15.6875
1027,0.641025641025641,0.6923076923076923,15.0025
1028,0.641025641025641,0.717948717948718,15.7375
1029,0.641025641025641,0.7435897435897436,17.1625
1030,0.641025641025641,0.7692307692307692,15.545
1031,0.641025641025641,0.7948717948717948,14.8225
1032,0.641025641025641,0.8205128205128205,14.445
1033,0.641025641025641,0.8461538461538461,16.0475
1034,0.641025641025641,0.8717948717948718,14.0825
1035,0.641025641025641,0.8974358974358974,13.99
1036,0.641025641025641,0.923076923076923,15.4675
1037,0.641025641025641,0.9487179487179487,12.0625
1038,0.641025641025641,0.9743589743589743,16.4425
1039,0.641025641025641,1.0,14.8475
1040,0.6666666666666666,0.0,14.68
1041,0.6666666666666666,0.02564102564102564,15.915
1042,0.6666666666666666,0.05128205128205128,15.2875
1043,0.6666666666666666,0.07692307692307693,13.5525
1044,0.6666666666666666,0.10256410256410256,13.545
1045,0.6666666666666666,0.1282051282051282,14.375
1046,0.6666666666666666,0.15384615384615385,14.2075
1047,0.6666666666666666,0.1794871794871795,13.1975
1048,0.6666666666666666,0.20512820512820512,14.505
1049,0.6666666666666666,0.23076923076923075,15.9725
1050,0.6666666666666666,0.2564102564102564,15.09
1051,0.6666666666666666,0.28205128205128205,15.055
1052,0.6666666666666666,0.3076923076923077,14.4825
1053,0.6666666666666666,0.3333333333333333,13.47
1054,0.6666666666666666,0.358974358974359,16.345
1055,0.6666666666666666,0.3846153846153846,15.395
1056,0.6666666666666666,0.41025641025641024,14.625
1057,0.6666666666666666,0.4358974358974359,16.2275
1058,0.6666666666666666,0.4615384615384615,16.0875
1059,0.6666666666666666,0.48717948717948717,14.3575
1060,0.6666666666666666,0.5128205128205128,14.7875
1061,0.6666666666666666,0.5384615384615384,14.88
1062,0.6666666666666666,0.5641025641025641,13.6075
1063,0.6666666666666666,0.5897435897435898,16.1275
1064,0.6666666666666666,0.6153846153846154,12.57
1065,0.6666666666666666,0.641025641025641,15.4
1066,0.6666666666666666,0.6666666666666666,14.245
1067,0.6666666666666666,0.6923076923076923,15.5275
1068,0.6666666666666666,0.717948717948718,14.39
1069,0.6666666666666666,0.7435897435897436,13.1175
1070,0.6666666666666666,0.7692307692307692,14.6125
1071,0.6666666666666666,0.7948717948717948,15.8825
1072,0.6666666666666666,0.8205128205128205,14.26
1073,0.6666666666666666,0.8461538461538461,14.24
1074,0.6666666666666666,0.8717948717948718,17.165
1075,0.6666666666666666,0.8974358974358974,13.9475
1076,0.6666666666666666,0.923076923076923,13.1575
1077,0.6666666666666666,0.9487179487179487,14.4975
1078,0.6666666666666666,0.9743589743589743,14.875
1079,0.6666666666666666,1.0,12.8175
1080,0.6923076923076923,0.0,16.9575
1081,0.6923076923076923,0.02564102564102564,13.3075
1082,0.6923076923076923,0.05128205128205128,13.8875
1083,0.6923076923076923,0.07692307692307693,14.7575
1084,0.6923076923076923,0.10256410256410256,15.0125
1085,0.6923076923076923,0.1282051282051282,14.4925
1086,0.6923076923076923,0.15384615384615385,14.18
1087,0.6923076923076923,0.1794871794871795,15.2975
1088,0.6923076923076923,0.20512820512820512,14.4725
1089,0.6923076923076923,0.23076923076923075,15.2
1090,0.6923076923076923,0.2564102564102564,14.635
1091,0.6923076923076923,0.28205128205128205,16.385
1092,0.6923076923076923,0.3076923076923077,13.155
1093,0.6923076923076923,0.3333333333333333,13.58
1094,0.6923076923076923,0.358974358974359,16.3475
1095,0.6923076923076923,0.3846153846153846,14.68
1096,0.6923076923076923,0.41025641025641024,14.3375
1097,0.6923076923076923,0.4358974358974359,14.21
1098,0.6923076923076923,0.4615384615384615,13.605
1099,0.6923076923076923,0.48717948717948717,14.4325
1100,0.6923076923076923,0.5128205128205128,13.94
1101,0.6923076923076923,0.5384615384615384,13.94
1102,0.6923076923076923,0.5641025641025641,13.87
1103,0.6923076923076923,0.5897435897435898,14.6775
1104,0.6923076923076923,0.6153846153846154,14.8775
1105,0.6923076923076923,0.641025641025641,14.6925
1106,0.6923076923076923,0.6666666666666666,13.78
1107,0.6923076923076923,0.6923076923076923,13.7125
1108,0.6923076923076923,0.717948717948718,14.5875
1109,0.6923076923076923,0.7435897435897436,13.565
1110,0.6923076923076923,0.7692307692307692,13.1725
1111,0.6923076923076923,0.7948717948717948,14.44
1112,0.6923076923076923,0.8205128205128205,13.59
1113,0.6923076923076923,0.8461538461538461,13.785
1114,0.6923076923076923,0.8717948717948718,12.69
1115,0.6923076923076923,0.8974358974358974,13.8275
1116,0.6923076923076923,0.923076923076923,14.365
1117,0.6923076923076923,0.9487179487179487,15.0425
1118,0.6923076923076923,0.9743589743589743,14.56
1119,0.6923076923076923,1.0,14.755
1120,0.717948717948718,0.0,12.3625
1121,0.717948717948718,0.02564102564102564,14.035
1122,0.717948717948718,0.05128205128205128,14.305
1123,0.717948717948718,0.07692307692307693,14.5675
1124,0.717948717948718,0.10256410256410256,14.4025
1125,0.717948717948718,0.1282051282051282,14.8425
1126,0.717948717948718,0.15384615384615385,14.76
1127,0.717948717948718,0.1794871794871795,12.435
1128,0.717948717948718,0.20512820512820512,13.6225
1129,0.717948717948718,0.23076923076923075,15.53
1130,0.717948717948718,0.2564102564102564,14.09
1131,0.717948717948718,0.28205128205128205,12.6475
1132,0.717948717948718,0.3076923076923077,14.9575
1133,0.717948717948718,0.3333333333333333,13.0125
1134,0.717948717948718,0.358974358974359,12.9675
1135,0.717948717948718,0.3846153846153846,14.1475
1136,0.717948717948718,0.41025641025641024,13.495
1137,0.717948717948718,0.4358974358974359,14.23
1138,0.717948717948718,0.4615384615384615,12.1525
1139,0.717948717948718,0.48717948717948717,15.1825
1140,0.717948717948718,0.5128205128205128,14.36
1141,0.717948717948718,0.5384615384615384,12.7075
1142,0.717948717948718,0.5641025641025641,14.1025
1143,0.717948717948718,0.5897435897435898,15.33
1144,0.717948717948718,0.6153846153846154,13.34
1145,0.717948717948718,0.641025641025641,12.4425
1146,0.717948717948718,0.6666666666666666,13.765
1147,0.717948717948718,0.6923076923076923,13.19
1148,0.717948717948718,0.717948717948718,15.1325
1149,0.717948717948718,0.7435897435897436,12.9675
1150,0.717948717948718,0.7692307692307692,12.29
1151,0.717948717948718,0.7948717948717948,13.1275
1152,0.717948717948718,0.8205128205128205,14.46
1153,0.717948717948718,0.8461538461538461,15.205
1154,0.717948717948718,0.8717948717948718,13.0925
1155,0.717948717948718,0.8974358974358974,13.1125
1156,0.717948717948718,0.923076923076923,13.6975
1157,0.717948717948718,0.9487179487179487,11.9325
1158,0.717948717948718,0.9743589743589743,16.065
1159,0.717948717948718,1.0,13.5725
1160,0.7435897435897436,0.0,12.6125
1161,0.7435897435897436,0.02564102564102564,13.5975
1162,0.7435897435897436,0.05128205128205128,13.055
